family,method,eligible,image_id,fold_id,target_class,seed_agreement,tta_view_agreement,original_target_probability,road_combined,road_morf_auc,road_lerf_auc,road_random_auc,road_gap_auc,deletion_auc,insertion_auc,random_deletion_auc,selectivity_gap,faithfulness_spearman
convnext_small,gradcam,True,482436,1,0,0.6053689378137547,0.8732594881483262,0.6090888381004333,0.20840286918812329,0.2426758734509349,0.6789239756762983,0.5131447119638324,0.43624810222536337,0.3126395359635353,0.5778031706809997,0.5035918623209,0.19095232635736475,0.2764705882352941
convnext_small,hirescam,True,482436,1,0,0.6053643062531396,0.8732599641452659,0.6090888381004333,0.20840286918812329,0.2426758734509349,0.6789239756762983,0.5131447119638324,0.43624810222536337,0.3126395359635353,0.5778031706809997,0.5035918623209,0.19095232635736475,0.2764705882352941
convnext_small,integrated_gradients,True,183675,1,1,0.8721556229495687,,0.48452359437942505,-0.017034745050801173,0.40676432289183134,0.38231035135686403,0.3902394454926252,-0.02445397153496731,0.33703886494040486,0.3470029793679714,0.3341483466327191,-0.0028905183076857743,0.2529411764705882
convnext_small,gradcam,True,183675,1,1,0.47484376693749936,0.8636785434021741,0.48452359437942505,0.07091741760571797,0.3691653758287429,0.5108923204243183,0.3902394454926252,0.1417269445955754,0.30098730400204665,0.3990984313189983,0.3341483466327191,0.03316104263067243,-0.4911764705882353
convnext_small,hirescam,True,183675,1,1,0.47484227663472356,0.8636784804084248,0.48452359437942505,0.07091741760571797,0.3691653758287429,0.5108923204243183,0.3902394454926252,0.1417269445955754,0.30098730400204665,0.3990984313189983,0.3341483466327191,0.03316104263067243,-0.4911764705882353
convnext_small,integrated_gradients,True,512836,1,2,0.8754329747463186,,0.82145756483078,0.0019586185614267984,0.6496247686445713,0.6539814993739129,0.7428111135959625,0.004356730729341618,0.6273634135723114,0.6256947219371796,0.5982327669858933,-0.029130646586418063,-0.7088235294117646
convnext_small,gradcam,True,512836,1,2,0.7925107032032809,0.8032930921468348,0.82145756483078,0.0979225089152654,0.5437339171767234,0.7610916700214149,0.7428111135959625,0.2173577528446915,0.5595060199499131,0.7596405446529387,0.5982327669858933,0.038726747035980225,0.032352941176470584
convnext_small,hirescam,True,512836,1,2,0.7925107032032809,0.8032884462831907,0.82145756483078,0.0979225089152654,0.5437339171767234,0.7610916700214149,0.7428111135959625,0.2173577528446915,0.5595060199499131,0.7596405446529387,0.5982327669858933,0.038726747035980225,0.032352941176470584
convnext_small,integrated_gradients,True,522889,1,2,0.966242751964599,,0.9018051624298096,0.07428617941008674,0.704946119338274,0.8672979101538658,0.8039369564503431,0.1623517908155918,0.8223152309656142,0.8810129672288896,0.8589822441339493,0.036667013168335094,-0.36176470588235293
convnext_small,gradcam,True,522889,1,2,0.7015003327832167,0.8189748980913598,0.9018051624298096,0.10291189948717754,0.6814787834882736,0.8836918845772743,0.8039369564503431,0.2022131010890007,0.8172785490751268,0.885851439833641,0.8589822441339493,0.04170369505882254,0.4617647058823529
convnext_small,hirescam,True,522889,1,2,0.7015005728002617,0.818963918953231,0.9018051624298096,0.10291189948717754,0.6814787834882736,0.8836918845772743,0.8039369564503431,0.2022131010890007,0.8172785490751268,0.885851439833641,0.8589822441339493,0.04170369505882254,0.4617647058823529
convnext_small,integrated_gradients,True,172877,2,0,0.9487413691157395,,0.9646428823471069,0.15481609188848072,0.5185893168672919,0.8615107610821723,0.6627129307016729,0.34292144421488036,0.49455669149756437,0.7984111122786999,0.582088340818882,0.08753164932131768,-0.06764705882352941
convnext_small,gradcam,True,172877,2,0,0.9024618105552263,0.8713778668743967,0.9646428823471069,0.29136184106270474,0.368316019885242,0.9750260598957539,0.6627129307016729,0.6067100400105119,0.43074440136551856,0.9368731997907163,0.582088340818882,0.1513439394533635,-0.09411764705882353
convnext_small,hirescam,True,172877,2,0,0.9024618024650893,0.8713720627962415,0.9646428823471069,0.29136184106270474,0.368316019885242,0.9750260598957539,0.6627129307016729,0.6067100400105119,0.43074440136551856,0.9368731997907163,0.582088340818882,0.1513439394533635,-0.09411764705882353
convnext_small,integrated_gradients,True,511076,2,0,0.9463769359884031,,0.876639723777771,0.25565988487667507,0.3528110459446907,0.9000366181135178,0.5237828493118286,0.5472255721688271,0.4823416948318482,0.872619664669037,0.756437200307846,0.2740955054759978,-0.18529411764705883
convnext_small,gradcam,True,511076,2,0,0.7588642232971422,0.9271620753564837,0.876639723777771,0.3572019731832875,0.22450953628867862,0.9493857212364674,0.5237828493118286,0.7248761849477887,0.3987461566925049,0.8857644259929657,0.756437200307846,0.3576910436153411,0.15588235294117647
convnext_small,hirescam,True,511076,2,0,0.7588641293527291,0.9271620753564837,0.876639723777771,0.3572019731832875,0.22450953628867862,0.9493857212364674,0.5237828493118286,0.7248761849477887,0.3987461566925049,0.8857644259929657,0.756437200307846,0.3576910436153411,0.15588235294117647
convnext_small,integrated_gradients,True,474293,2,1,0.8335948825055312,,0.43693143129348755,0.17431329190731049,0.27456745505332947,0.6266453862190247,0.4891493748873472,0.3520779311656952,0.23485090658068658,0.48846273124217987,0.4020432412624359,0.16719233468174932,0.023529411764705882
convnext_small,gradcam,True,474293,2,1,0.44342183538813407,0.7495839880195133,0.43693143129348755,0.14524507770935693,0.2395696332678199,0.5359604805707932,0.4891493748873472,0.29639084730297327,0.23609600514173507,0.4628102630376816,0.4020432412624359,0.16594723612070084,-0.28529411764705886
convnext_small,hirescam,True,474293,2,1,0.4433279757726041,0.7495681406019908,0.43693143129348755,0.14524507770935693,0.2395696332678199,0.5359604805707932,0.4891493748873472,0.29639084730297327,0.23609600514173507,0.4628102630376816,0.4020432412624359,0.16594723612070084,-0.28529411764705886
convnext_small,integrated_gradients,True,403565,2,1,0.9491812581063552,,0.6848904490470886,0.08034083578321669,0.43410518392920494,0.6229804344475268,0.44005555659532547,0.18887525051832188,0.42221166342496874,0.6103809222579002,0.5925604209303856,0.1703487575054169,-0.4294117647058823
convnext_small,gradcam,True,403565,2,1,0.334612558531981,0.7218283458364759,0.6848904490470886,0.11295338140593635,0.34508276730775833,0.5776337571442127,0.44005555659532547,0.2325509898364544,0.4146354392170906,0.5835442706942559,0.5925604209303856,0.17792498171329502,0.10294117647058824
convnext_small,hirescam,True,403565,2,1,0.3346734406372522,0.7218332258449319,0.6848904490470886,0.11295338140593635,0.34508276730775833,0.5776337571442127,0.44005555659532547,0.2325509898364544,0.4146354392170906,0.5835442706942559,0.5925604209303856,0.17792498171329502,0.10294117647058824
convnext_small,integrated_gradients,True,295713,2,0,0.8463478484779124,,0.9986297488212585,0.09788490500715044,0.6939327605068683,0.913885697722435,0.8083773553371428,0.21995293721556675,0.767189334332943,0.8789569512009621,0.8247512385249138,0.057561904191970825,-0.02647058823529412
convnext_small,gradcam,True,295713,2,0,0.7220087847113686,0.8857433102289888,0.9986297488212585,0.19903149373001522,0.5748442187905312,0.9919715858995914,0.8083773553371428,0.4171273671090603,0.7231507405638695,0.9371521219611167,0.8247512385249138,0.10160049796104431,0.4558823529411765
convnext_small,hirescam,True,295713,2,0,0.7220087847113686,0.8857443205266313,0.9986297488212585,0.19903149373001522,0.5748442187905312,0.9919715858995914,0.8083773553371428,0.4171273671090603,0.7231507405638695,0.9371521219611167,0.8247512385249138,0.10160049796104431,0.4558823529411765
convnext_small,integrated_gradients,True,477689,2,1,0.8568818188754098,,0.9712164402008057,0.12903745141294268,0.5976025797426701,0.8882638867944478,0.7489152364432812,0.29066130705177773,0.7055837884545326,0.836415596306324,0.7455024614930152,0.03991867303848262,0.6470588235294118
convnext_small,gradcam,True,477689,2,1,0.4962026566809737,0.799127910245126,0.9712164402008057,0.20591699249214596,0.5012113749980927,0.9325297996401786,0.7489152364432812,0.4313184246420859,0.7069170370697975,0.8765930846333503,0.7455024614930152,0.03858542442321777,0.6617647058823529
convnext_small,hirescam,True,477689,2,1,0.49620646877755137,0.7990926451520387,0.9712164402008057,0.20591699249214596,0.5012113749980927,0.9325297996401786,0.7489152364432812,0.4313184246420859,0.7069170370697975,0.8765930846333503,0.7455024614930152,0.03858542442321777,0.6617647058823529
convnext_small,integrated_gradients,True,18491,2,2,0.9003116178377963,,0.8873535990715027,0.05998679664399889,0.7475803680717944,0.867481656372547,0.8803491108119488,0.11990128830075264,0.8851105332374573,0.8721992492675782,0.8613106191158294,-0.023799914121627852,-0.15588235294117647
convnext_small,gradcam,True,18491,2,2,0.8047100679506416,0.8627802548805206,0.8873535990715027,0.07242425945070055,0.7675029188394547,0.9365885630249977,0.8803491108119488,0.16908564418554306,0.8522896111011506,0.9375783562660216,0.8613106191158294,0.009021008014678755,0.38235294117647056
convnext_small,hirescam,True,18491,2,2,0.80471369113361,0.862734939570876,0.8873535990715027,0.07242425945070055,0.7675029188394547,0.9365885630249977,0.8803491108119488,0.16908564418554306,0.8522896111011506,0.9375783562660216,0.8613106191158294,0.009021008014678755,0.38235294117647056
convnext_small,integrated_gradients,True,29397,3,1,0.9446829461356524,,0.5116564631462097,0.004094140397177802,0.6377100646495818,0.6408765055239202,0.6671526841819286,0.003166440874338372,0.4466911643743515,0.5800546765327452,0.5204987734556198,0.07380760908126827,0.09117647058823529
convnext_small,gradcam,True,29397,3,1,0.5245288711467876,0.8020991375417438,0.5116564631462097,0.13970388140943316,0.42795414105057716,0.7029783800244332,0.6671526841819286,0.2750242389738561,0.3667457163333893,0.5855620712041856,0.5204987734556198,0.15375305712223047,0.07352941176470588
convnext_small,hirescam,True,29397,3,1,0.5245470108160423,0.8021199385067724,0.5116564631462097,0.13970388140943316,0.42795414105057716,0.7029783800244332,0.6671526841819286,0.2750242389738561,0.3667457163333893,0.5855620712041856,0.5204987734556198,0.15375305712223047,0.07352941176470588
convnext_small,integrated_gradients,True,52507,3,2,0.9234311818112456,,0.5862578749656677,0.15376034461789662,0.2302958033978939,0.5544318519532679,0.416118498891592,0.32413604855537403,0.31303479373455045,0.49915070086717606,0.32684714794158937,0.013812354207038913,-0.02647058823529412
convnext_small,gradcam,True,52507,3,2,0.8192425308209126,0.924381091473626,0.5862578749656677,0.08366226736042234,0.30882854107767344,0.4705115705728531,0.416118498891592,0.16168302949517965,0.3612750545144081,0.5342769905924797,0.32684714794158937,-0.034427906572818745,-0.2764705882352941
convnext_small,hirescam,True,52507,3,2,0.8192425308209126,0.924381091473626,0.5862578749656677,0.08366226736042234,0.30882854107767344,0.4705115705728531,0.416118498891592,0.16168302949517965,0.3612750545144081,0.5342769905924797,0.32684714794158937,-0.034427906572818745,-0.2764705882352941
convnext_small,integrated_gradients,True,94326,3,0,0.9632071602960249,,0.8024227619171143,0.26349785013331306,0.21686469204723835,0.7706994153559207,0.5349799226969479,0.5538347233086823,0.31240934878587723,0.7706395000219346,0.5702307581901551,0.2578214094042779,0.2352941176470588
convnext_small,gradcam,True,94326,3,0,0.9448183794519459,0.9105300800890217,0.8024227619171143,0.2994035875631703,0.19834131840616465,0.8122603371739388,0.5349799226969479,0.6139190187677741,0.3332123249769211,0.7463676005601882,0.5702307581901551,0.23701843321323401,0.12352941176470587
convnext_small,hirescam,True,94326,3,0,0.9448181418847156,0.9105505579205971,0.8024227619171143,0.2994035875631703,0.19834131840616465,0.8122603371739388,0.5349799226969479,0.6139190187677741,0.3332123249769211,0.7463676005601882,0.5702307581901551,0.23701843321323401,0.12352941176470587
convnext_small,integrated_gradients,True,481573,3,0,0.9466194113832301,,0.43832966685295105,0.08279471057984564,0.14961452782154083,0.31720664352178574,0.15652930084615949,0.1675921157002449,0.18121061362326146,0.305480844900012,0.18785945661365988,0.006648842990398418,-0.4058823529411764
convnext_small,gradcam,True,481573,3,0,0.7257907146452665,0.8623191074952107,0.43832966685295105,0.21685946732759476,0.10131457122042775,0.551379483193159,0.15652930084615949,0.45006491197273124,0.16193602569401266,0.4148987706750631,0.18785945661365988,0.025923430919647217,-0.2764705882352941
convnext_small,hirescam,True,481573,3,0,0.7257786363182479,0.8623041570320608,0.43832966685295105,0.21685946732759476,0.10131457122042775,0.551379483193159,0.15652930084615949,0.45006491197273124,0.16193602569401266,0.4148987706750631,0.18785945661365988,0.025923430919647217,-0.2764705882352941
convnext_small,integrated_gradients,True,103548,3,1,0.8760857747768366,,0.5481653213500977,0.15523409760660595,0.25974350422620773,0.5760215744376183,0.4460143204778433,0.3162780702114105,0.19635693579912183,0.4795214347541332,0.44398178681731226,0.24762485101819043,0.45
convnext_small,gradcam,True,103548,3,1,0.8574438141723221,0.9612048597457475,0.5481653213500977,0.17156530419985452,0.23694161884486675,0.5917895622551441,0.4460143204778433,0.35484794341027737,0.1855885975062847,0.4607616297900677,0.44398178681731226,0.25839318931102756,0.23823529411764705
convnext_small,hirescam,True,103548,3,1,0.8574438228560037,0.9612322999746645,0.5481653213500977,0.17156530419985452,0.23694161884486675,0.5917895622551441,0.4460143204778433,0.35484794341027737,0.1855885975062847,0.4607616297900677,0.44398178681731226,0.25839318931102756,0.23823529411764705
convnext_small,integrated_gradients,True,515025,3,0,0.9223363469901577,,0.6275568008422852,0.16788976101411712,0.20887206587940457,0.5748229995369911,0.38654882088303566,0.3659509336575866,0.246073891967535,0.5768948122859002,0.4792411789298058,0.23316728696227076,0.10294117647058824
convnext_small,gradcam,True,515025,3,0,0.7605589582889939,0.8637034402139219,0.6275568008422852,0.21332434978750017,0.1972505301237106,0.6418362855911255,0.38654882088303566,0.44458575546741486,0.19955770000815393,0.6019646391272545,0.4792411789298058,0.27968347892165185,0.2029411764705882
convnext_small,hirescam,True,515025,3,0,0.7605623452520006,0.8637034525523061,0.6275568008422852,0.21332434978750017,0.1972505301237106,0.6418362855911255,0.38654882088303566,0.44458575546741486,0.19955770000815393,0.6019646391272545,0.4792411789298058,0.27968347892165185,0.2029411764705882
convnext_small,integrated_gradients,True,360960,3,2,0.9062538147554741,,0.7058762311935425,0.038465950224134654,0.5243103224784136,0.6055789291858672,0.5664173616096377,0.08126860670745362,0.5008915513753891,0.5464438796043396,0.44286624491214754,-0.058025306463241555,0.09117647058823529
convnext_small,gradcam,True,360960,3,2,0.64844128392664,0.8654624073255985,0.7058762311935425,0.1607836741540167,0.39078480657190084,0.7282755523920059,0.5664173616096377,0.3374907458201051,0.4598446369171143,0.6937109738588333,0.44286624491214754,-0.016978392004966758,-0.5441176470588236
convnext_small,hirescam,True,360960,3,2,0.6483945727376592,0.8654672265720476,0.7058762311935425,0.1607836741540167,0.39078480657190084,0.7282755523920059,0.5664173616096377,0.3374907458201051,0.4598446369171143,0.6937109738588333,0.44286624491214754,-0.016978392004966758,-0.5441176470588236
convnext_small,integrated_gradients,True,60347,4,0,0.9314292935072861,,0.9627205729484558,0.29935261689954334,0.33908627554774284,0.9573530554771422,0.774018432945013,0.6182667799293994,0.46890784054994583,0.9268873423337937,0.7488456234335901,0.27993778288364424,0.17352941176470588
convnext_small,gradcam,True,60347,4,0,0.9738443198625196,0.8865623801863483,0.9627205729484558,0.2752285897731781,0.3673469293862581,0.9551940113306046,0.774018432945013,0.5878470819443464,0.5146142438054084,0.8998888105154038,0.7488456234335901,0.23423137962818164,-0.14411764705882352
convnext_small,hirescam,True,60347,4,0,0.973844196627641,0.8865640758837031,0.9627205729484558,0.2752285897731781,0.3673469293862581,0.9551940113306046,0.774018432945013,0.5878470819443464,0.5146142438054084,0.8998888105154038,0.7488456234335901,0.23423137962818164,-0.14411764705882352
convnext_small,integrated_gradients,True,386912,4,0,0.9453049897001602,,0.7499832510948181,0.21348763836754692,0.3469590172171592,0.7932870499789715,0.6934874691069126,0.44632803276181227,0.3894513502717018,0.7216236650943756,0.6180323898792266,0.2285810396075248,-0.3235294117647059
convnext_small,gradcam,True,386912,4,0,0.5701332756511299,0.7303746462280462,0.7499832510948181,0.25605370435449815,0.3642204501666128,0.8871756680309772,0.6934874691069126,0.5229552178643644,0.4211423397064209,0.7111151158809661,0.6180323898792266,0.1968900501728057,-0.0029411764705882353
convnext_small,hirescam,True,386912,4,0,0.5701317515161258,0.7303747703792292,0.7499832510948181,0.25605370435449815,0.3642204501666128,0.8871756680309772,0.6934874691069126,0.5229552178643644,0.4211423397064209,0.7111151158809661,0.6180323898792266,0.1968900501728057,-0.0029411764705882353
convnext_small,integrated_gradients,True,198928,4,2,0.9543891145952542,,0.5128909945487976,-0.022287545104821522,0.4393224269151688,0.40805489569902414,0.5293588005006313,-0.03126753121614467,0.5010269761085511,0.44861295223236086,0.4797552078962326,-0.021271768212318465,0.3323529411764706
convnext_small,gradcam,True,198928,4,2,0.4977441197034634,0.8613626428403901,0.5128909945487976,0.08173339317242305,0.35998895578086376,0.542101690545678,0.5293588005006313,0.18211273476481427,0.43139767050743105,0.5375847727060318,0.4797552078962326,0.04835753738880155,0.4705882352941176
convnext_small,hirescam,True,198928,4,2,0.4977498666600746,0.861359869236988,0.5128909945487976,0.08173339317242305,0.35998895578086376,0.542101690545678,0.5293588005006313,0.18211273476481427,0.43139767050743105,0.5375847727060318,0.4797552078962326,0.04835753738880155,0.4705882352941176
convnext_small,integrated_gradients,True,329219,4,1,0.9423263809414815,,0.819715142250061,0.061474644475513034,0.6356427855789661,0.7801921032369137,0.727313406765461,0.14454931765794754,0.5111077085137367,0.7466291055083274,0.7216061040759087,0.2104983955621721,0.3205882352941176
convnext_small,gradcam,True,329219,4,1,0.835331510268187,0.8491853145128504,0.819715142250061,0.2748452044195599,0.38166165910661215,0.9538040831685065,0.727313406765461,0.5721424240618944,0.3625404372811318,0.8452898368239402,0.7216061040759087,0.35906566679477697,0.0411764705882353
convnext_small,hirescam,True,329219,4,1,0.8353331234173083,0.8491853145128504,0.819715142250061,0.2748452044195599,0.38166165910661215,0.9538040831685065,0.727313406765461,0.5721424240618944,0.3625404372811318,0.8452898368239402,0.7216061040759087,0.35906566679477697,0.0411764705882353
convnext_small,integrated_gradients,True,527750,4,1,0.9191517414358739,,0.7407518625259399,0.19413883156246609,0.3958516903221607,0.8009102903306483,0.5942166969180107,0.4050586000084876,0.3348229065537453,0.722711706161499,0.5978530183434487,0.2630301117897034,0.4382352941176471
convnext_small,gradcam,True,527750,4,1,0.6047740391167911,0.8362080047160009,0.7407518625259399,0.19804945753680336,0.38762571290135384,0.7939743027091025,0.5942166969180107,0.4063485898077487,0.31539497673511513,0.6878739953041078,0.5978530183434487,0.2824580416083336,-0.008823529411764706
convnext_small,hirescam,True,527750,4,1,0.6047666000247984,0.8362121404355832,0.7407518625259399,0.19804945753680336,0.38762571290135384,0.7939743027091025,0.5942166969180107,0.4063485898077487,0.31539497673511513,0.6878739953041078,0.5978530183434487,0.2824580416083336,-0.008823529411764706
convnext_small,integrated_gradients,True,273132,4,0,0.9555201895933468,,0.9897308349609375,0.25601191404793,0.38475901167839766,0.9297585748136045,0.5524552641436458,0.5449995631352068,0.5469723418354988,0.912488566339016,0.7583548173308373,0.2113824754953385,-0.21470588235294116
convnext_small,gradcam,True,273132,4,0,0.9147870768968319,0.93431192586162,0.9897308349609375,0.24058596955405342,0.4454856421798467,0.9441874660551548,0.5524552641436458,0.4987018238753081,0.544109259545803,0.919522325694561,0.7583548173308373,0.2142455577850343,0.35000000000000003
convnext_small,hirescam,True,273132,4,0,0.914787318344518,0.9343126605995966,0.9897308349609375,0.24058596955405342,0.4454856421798467,0.9441874660551548,0.5524552641436458,0.4987018238753081,0.544109259545803,0.919522325694561,0.7583548173308373,0.2142455577850343,0.35000000000000003
convnext_small,integrated_gradients,True,47819,4,0,0.8916309033340962,,0.7043876647949219,0.0939082745462656,0.24658268084749582,0.4557972317561507,0.30751499440520996,0.2092145509086549,0.42187167406082154,0.5809339135885239,0.5364144951105119,0.11454282104969032,0.14705882352941177
convnext_small,gradcam,True,47819,4,0,0.7955621091317996,0.9035023800618415,0.7043876647949219,0.23191157024767664,0.15212124492973092,0.6511991508305073,0.30751499440520996,0.4990779059007764,0.2841189324855804,0.6395735621452332,0.5364144951105119,0.25229556262493147,0.31764705882352945
convnext_small,hirescam,True,47819,4,0,0.7955621091317996,0.9035006738751212,0.7043876647949219,0.23191157024767664,0.15212124492973092,0.6511991508305073,0.30751499440520996,0.4990779059007764,0.2841189324855804,0.6395735621452332,0.5364144951105119,0.25229556262493147,0.31764705882352945
convnext_small,integrated_gradients,True,540466,4,2,0.8853394178683144,,0.5696858763694763,0.08759165306886037,0.38679477386176586,0.5825409833341836,0.3968768715858459,0.19574620947241772,0.37411088943481446,0.5712078481912612,0.41022859513759613,0.036117705702781666,-0.4558823529411765
convnext_small,gradcam,True,540466,4,2,0.7737890659976534,0.8788324485872243,0.5696858763694763,0.20563572976324293,0.2650806102901697,0.7035451997071503,0.3968768715858459,0.43846458941698063,0.30261680781841277,0.6634772330522538,0.41022859513759613,0.10761178731918336,-0.4323529411764706
convnext_small,hirescam,True,540466,4,2,0.7737866076726562,0.8788354557934269,0.5696858763694763,0.20563572976324293,0.2650806102901697,0.7035451997071503,0.3968768715858459,0.43846458941698063,0.30261680781841277,0.6634772330522538,0.41022859513759613,0.10761178731918336,-0.4323529411764706
convnext_small,integrated_gradients,True,372819,4,0,0.8927154859998473,,0.3939788341522217,0.11268079777558644,0.23125435784459114,0.464798204600811,0.33231252245604986,0.23354384675621986,0.1918783582746983,0.4668596267700195,0.36927164047956473,0.17739328220486644,0.12352941176470587
convnext_small,gradcam,True,372819,4,0,0.7160962047022235,0.824997575802572,0.3939788341522217,0.12938099106152853,0.24493987485766408,0.5188614167273045,0.33231252245604986,0.27392154186964035,0.22894609495997428,0.4185584962368012,0.36927164047956473,0.14032554551959045,-0.014705882352941175
convnext_small,hirescam,True,372819,4,0,0.7161029096858086,0.8249941674542121,0.3939788341522217,0.12938099106152853,0.24493987485766408,0.5188614167273045,0.33231252245604986,0.27392154186964035,0.22894609495997428,0.4185584962368012,0.36927164047956473,0.14032554551959045,-0.014705882352941175
convnext_small,integrated_gradients,True,474095,5,0,0.9283574616617075,,0.5917841196060181,0.13292728695604536,0.34516545385122305,0.64009715244174,0.43847516085952526,0.294931698590517,0.32990015968680386,0.6070885263383389,0.5767792664468289,0.246879106760025,0.18529411764705883
convnext_small,gradcam,True,474095,5,0,0.5663866232048135,0.8373885891197572,0.5917841196060181,0.18128319829702377,0.3245045617222786,0.7130888458341361,0.43847516085952526,0.3885842841118575,0.26145765706896784,0.5990133844316006,0.5767792664468289,0.315321609377861,0.3294117647058824
convnext_small,hirescam,True,474095,5,0,0.5663866232048135,0.8373981398535021,0.5917841196060181,0.18128319829702377,0.3245045617222786,0.7130888458341361,0.43847516085952526,0.3885842841118575,0.26145765706896784,0.5990133844316006,0.5767792664468289,0.315321609377861,0.3294117647058824
convnext_small,integrated_gradients,True,476514,5,1,0.9196729324025328,,0.5402098894119263,-0.01440579526954227,0.5392963644117117,0.5128939170390368,0.472723999992013,-0.026402447372674942,0.40448800846934324,0.4737570486962795,0.4677666507661343,0.06327864229679103,-0.19117647058823528
convnext_small,gradcam,True,476514,5,1,0.6550716906640908,0.8623556951439927,0.5402098894119263,0.09020901223023732,0.40570614859461784,0.5966910123825073,0.472723999992013,0.19098486378788948,0.3677033893764019,0.4951925627887249,0.4677666507661343,0.10006326138973237,-0.23823529411764705
convnext_small,hirescam,True,476514,5,1,0.6550719328909373,0.8623298959136368,0.5402098894119263,0.09020901223023732,0.40570614859461784,0.5966910123825073,0.472723999992013,0.19098486378788948,0.3677033893764019,0.4951925627887249,0.4677666507661343,0.10006326138973237,-0.23823529411764705
convnext_small,integrated_gradients,True,257896,5,1,0.89360098611429,,0.5848844051361084,0.02865089972813924,0.5168385412544012,0.5787356495857239,0.5612736735492944,0.06189710833132267,0.47949341833591463,0.5461025297641754,0.5319302052259445,0.05243678689002984,-0.45294117647058824
convnext_small,gradcam,True,257896,5,1,0.4780434076011431,0.8253908811527841,0.5848844051361084,0.11973532040913899,0.42200579307973385,0.6675497815012932,0.5612736735492944,0.24554398842155933,0.46104241609573365,0.58212970495224,0.5319302052259445,0.07088778913021082,-0.23823529411764705
convnext_small,hirescam,True,257896,5,1,0.47802717188149174,0.8253757209834908,0.5848844051361084,0.11973532040913899,0.42200579307973385,0.6675497815012932,0.5612736735492944,0.24554398842155933,0.46104241609573365,0.58212970495224,0.5319302052259445,0.07088778913021082,-0.23823529411764705
convnext_small,integrated_gradients,True,529939,5,1,0.8666747730220491,,0.5162426829338074,0.039541158411237926,0.46824861317873,0.5499467235058546,0.5486357603222132,0.0816981103271246,0.42906294316053395,0.49798144847154613,0.4554730549454689,0.026410111784934964,-0.07941176470588236
convnext_small,gradcam,True,529939,5,1,0.3965992476951979,0.8643365578301676,0.5162426829338074,0.1536083055867089,0.35835351422429085,0.6703823879361152,0.5486357603222132,0.3120288737118243,0.3194690868258476,0.4753871455788613,0.4554730549454689,0.1360039681196213,0.09117647058823529
