image_id,split,label,label_index,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,image_sha256,annotation_sha256,source_group
p1_00011,test,squatting,7,61,284,146,449,cfcb326dc0794e104aaf0eddda40b81450e414c8b3f642ba54f094aeb8d2f21a,80fc6c58ce62cd54f1344dc802da46cce854a28ea85807c1843e046d1e9bda42,source_p1_00011
p1_00012,train,sitting,0,349,187,387,262,530c6cc09bb20769db43f9a51c39e452ab1b67218645dde5ba12095176339722,17b42839c1ddd27e86e6390738db70698b306628891b24f24b1e7323538517ad,source_p1_00012
p1_00013,train,standing,1,315,157,373,253,5379cf6273545febcae835fc1033bf2c9bba2393c77b54638c4e277d3ef227ce,4bdb663a2cfbcf912ec6f8f94ced3ca543d7747b73eebc4c8b018e01262ed95a,source_p1_00013
p1_00014,train,standing,1,179,108,313,370,c10703b71eb93eec17a71f338f4af3f09aab1568391bf0cae940e41dcfa7c73a,9d4ea7e21bed498faab5933eeaddbc92c3649e45933b545c91d99ba0dbcf583b,source_p1_00014
p1_00015,val,walking,2,107,177,193,295,e5d2ab93b10e6eee2bafec98f87234b69e2aba6e16ecce45e979d3ef430378ef,7761b95e91a1ae4694e2d4c6f3764c765b2f1fbd0fcce44049d802841ef4c73e,source_p1_00015
p1_00016,train,stretching,8,186,60,298,307,87dffade9b926b5a8d5108d9989361186a13062dd01a1f956e2209a7b2918910,8193fac42f27611cc7e929a18b9f54b87ee4bc4d33a1296a8b7b1c2ca242291a,source_p1_00016
p1_00017,train,running,3,70,66,214,479,fb97b4a7ec130a36b057c0e1bfe28f6ece28263be10cc92e99e2275714ad8c9f,12b54b59af1724d11249b76a76a64e3b36dbdbe1d02b080dc215045ef7bd9f90,source_p1_00017
p1_00018,test,bending,4,67,28,216,338,725a0ed07b1d5faab4882506244abd18ccff1c264b791dae03ee088a02138c15,f37c73f9b85147ba9ff5291c8e1a02c8e5a7d74775542222d7f39cb9b2999ccb,source_p1_00018
p1_00019,train,bending,4,112,195,248,451,feead536fa9c97c7291484526f3a90231bf454177413aebedf41599f3c288b29,fc4c14cbe29b3b869f44913517804d0407aa5af4c5ac176d5c26c24f9ed84630,source_p1_00019
p1_00020,val,bending,4,15,80,142,418,273361dcf055d79fca0071a3e278c30944e59892459ead21e29b536434dc300d,2b21e49c97e8926007e73e7cccfbadf4dd70e8c75e89db328c255ced6105db9d,source_p1_00020
p1_00021,train,sitting,0,168,176,256,338,4314d607e26f444760504bc2efc363f908e0eceb5ae5bb4f8657fc7c3774bc67,6e17690ed7d6b35cb135186a0c5b2da2d18db96cb9ab87f7736d1f17234d14c7,source_p1_00021
p1_00022,train,running,3,179,102,265,280,ea89acd6eafbe55aa32e8701e1385d7778ae82b1c2fedc84aa4c418ed1ab4756,b18c87d7e2eaab6b3825bf0aad82c91e40f32041d23328c9ef72bc90afb177d9,source_p1_00022
p1_00023,train,standing,1,247,50,353,338,10bb78afe957bbc3f5f2f87d027f7e5a65aefd491efb353c9f9b406174c748ac,d22811fb36af86ccd5d3f79c13c2a250a90b40b51be46a2e3bc6f920b3156da7,source_p1_00023
p1_00024,train,standing,1,73,19,263,467,b131761cbb72f01f8138f1e7a6a4b427242d324f2ee4d782d0b82896cca74f2b,d789cce733547d916391c687232cf7c9e6105fe2e6a262d6b30d13327f46edcf,source_p1_00024
p1_00025,train,sitting,0,94,13,379,335,c7dd131754b8149b52f759ea2089e3517b5687f6a92fe54dbdd6740ad6f72582,d6c50858cca1c46de010813972119b8a61e2bd7c6a3c843c891d35fabd7913b4,source_p1_00025
p1_00026,train,sitting,0,103,83,326,378,b698412a03d4031c52a2d761c965e11c19c62166efec9b42c74892a72ba9a1fd,41c4e4de81d6e9440a3d4a67ba30b3ea600ee84a531a27bf6133f1e8323966da,source_p1_00026
p1_00027,test,walking,2,232,149,278,250,bf3ac706feb104451c53f860ceb9d06b9703031e28b954480cdd012af3d91f53,88e4abe1debaed6bbde04fb31bb98d3866e172ba26dad1c6287a6c0454e61b59,source_p1_00027
p1_00028,test,walking,2,28,0,363,186,befd38df543d1059929516e6cb8605eb7bd35b675b910b2c9e33b10842e39532,8fb2b28d7d8a69a9e8a4f3966e787d538393002978ccc22049f3cd82c6288d28,source_p1_00028
p1_00029,val,standing,1,251,205,274,264,30be571d9fc748df4f2e1d8612240ba3e0b32f4a2566ff62fcbdbb5923a53904,200070dbf82853fb1d2e24b4095bf2393dab8b4dd6ecad7df8905a452becf52f,source_p1_00029
p1_00030,test,bending,4,224,129,269,235,72f62a1e989438f8421f8a9444c5ef8da06de2c007738768c3bf8c366d0a9c37,e44e439035cb7817c94eef2f9c3290c12c1806be89aeceb44c68dea8c8a3accb,source_p1_00030
p1_00031,val,jumping,5,297,100,387,295,85f23febf4931b648679f414d3265a5f475b06afaae2fc91fe2342ab0baaabd2,187502ffd6450f2f670e55c1bba1135338b9880bfbd888daf02ea7916edacdc8,source_p1_00031
p1_00032,val,walking,2,176,133,279,338,17967fcb03a70e3ba97afe4c9e00d5f2af020be33b282fe9b85acdcf5e7a6457,87c8a3ed94c01db0cb7539ff565e5747756d38583021cbc641d7704e513fa24c,source_p1_00032
p1_00033,train,standing,1,141,169,188,329,2d3401a115f939989f47d1eda27ee3f5a636cea88239c2c2454d5a6aad845e54,0bbfcb1a395f504c25784cd400c7af6f011fae695e9a034e1703f4945272e7af,source_p1_00033
p1_00034,test,bending,4,266,70,506,336,ee61a9d75631cd9957825235c8734f1606d739d1101d59866e0f39647f29690e,f9de7e1f22255ba9414d2a3400e8cb3178ba44ec24bcea70ca3ed1d7d63bfe9c,source_p1_00034
p1_00035,train,standing,1,326,113,431,328,69c61bdfcecec299bf05b5f6dfa092ecb52f366599b70a741e74c4c9ba6565da,2151707ad2a80141eb92f4542bca0eed5a230a25c0e0d8170b3f6d186f5e97f7,source_p1_00035
p1_00036,test,running,3,139,98,290,394,5278aed2c0cccb29a4862328f6cfbdcc2b7850cd3ae34e694d9de8c03bee9151,c75d7ad0a6e22d39cb58dc8a5ab82b1020b639d29e251432eb94827c65622323,source_p1_00036
p1_00037,test,jumping,5,61,117,214,444,32ce035200b974132fe07ed2f780dfbf2cf826bbd8c0cabb75920baec2b212fc,74405e30e6c335831ee9e8c50e11c11458de22416c0506981cdd2fc2586d52e5,source_p1_00037
p1_00038,train,walking,2,170,0,417,391,6f0b5f861ca5ee82451165724209e29cef65cc1626399e612078f3a7e77b7bb3,2a7d9ac28a036653930af4a5275869be281c4613069a3137bea66c41670ce793,source_p1_00038
p1_00039,train,sitting,0,222,78,419,343,9fd39091bfbe1ac4df019ce7ff5d9260bb9f287efb3030b9d92d16eb6551345e,f5ce52e1798df2846e0410bfe8cb338e2b327985692599b0406fb10fa6fef54e,source_p1_00039
p1_00040,train,walking,2,108,185,197,507,4adaa5e5a2fb995ce72039289bb8dea5831849bdfbcfa52c2fbfbbb57793dd6c,59892432cebf0ebeb2192b0ad20f75dafc4a14d057b1034d8306886d231e295e,source_p1_00040
p1_00041,train,running,3,121,185,222,358,a8952b255c9c9478a6b255c4cea15f4d956fba40ac055ae2b659194e794e994b,adbf3be7c777f2dd414e7ad5763bbaa4e0d1432ed9b4e68b9b5ab66f773f9c67,source_p1_00041
p1_00042,train,bending,4,4,190,160,359,5a000bbe24a998f8e435a30608c22836d22941e708d4024d4c4c3adbc2c6c1f6,4ef5711f1fb5f3fda25ceb218289762c2b4b574ff2debee2cf2b0f7854a27bd0,source_p1_00042
p1_00043,test,stretching,8,81,31,255,492,73728b68fe2fc4fbcd4f6a6031803e07c30e583cda260b53ad394c7847e12044,d6c513f1ecfae4582ec0bbd95bc0bb0c2f00e8887fe2b77c8f0b74ce00d620e6,source_p1_00043
p1_00044,train,running,3,210,41,390,339,1ad302e2a74caf15101b6ae9c980451fdb084ee8829291d3de91aa5d8a09d8e5,4c88876abd757c13b4bfdf0d9d6f3186a8bf00b1781c8029da38892691cc089b,source_p1_00044
p1_00045,test,sitting,0,198,78,350,342,3df76f88ad72c913db7e9978f67f7fa170b2424fa168be632cf1038ae8162931,497945f14a55f21a232d72565fde6ee4f23092c65a8ba129c4df104b7320d34b,source_p1_00045
p1_00046,test,sitting,0,43,29,438,333,dd809c289b22b197199a64a2c0d84edda52547a55706670db39aeb0c7fd33f4b,c48f2bc9465c7ce914ccc486b5a31a93c5c884c619a5c33efbac799e919053e4,source_p1_00046
p1_00047,val,standing,1,416,151,462,322,43b638770cfba6ce250954837ac14e2174b38283bacc8c5475a6e261e9fd2454,50241b9d04303ad103f87175846feec4fa2af733bc92ec8f8f9cbf3d28d233f5,source_p1_00047
p1_00048,train,standing,1,364,22,423,72,2cac176780bef2afd60098699b869ecdc381d00f91b5e2d5513172ea1c5f1167,74b69ea1cec236ee13aef84a960d3392eae4f6e6a66f228daad367dc12837202,source_p1_00048
p1_00049,train,lying,6,77,54,349,326,acb924b2a95f3091c4f5bd798fc518324be2c6b8e342598a891c481eb3f0661e,80e6860b25675431c60f9bf248029cd7ce3fc22d075d587de21a2db6564ef6d8,source_p1_00049
p1_00050,train,standing,1,332,124,390,256,511fc936553bed059e70f851572e2eb3fa1d4c405f3fdffa414822737150eb89,123475727cad60b6c442c5f59f55d1019c7a9ed88ecfb7e5c7c29c8d0bfe2a50,source_p1_00050
p1_00051,train,walking,2,13,0,244,462,c8c2f588217259aaac955a0b9386acfcf4d351de6a7625c1137c8f7918cfa2cf,198d9d9e62d8a924772baae06f323eeb71f1a35d4a16764396562936667c3176,source_p1_00051
p1_00052,test,standing,1,306,93,400,308,921ad8d099ed89abd87d01ba30ef03bc51c0ed0336d79ab7c1a1892470ef001e,a20d92240f14ffb8fe7104150ac649d56701b0f8776e55f0d347d31be63a4773,source_p1_00052
p1_00053,train,stretching,8,209,46,240,152,aaa960e81975c22375397f026d80411e4d8b7de4c890b4193f44baf98c64fc13,9428052d0c5953750d9328745de9ba50b98316d0e89c15141409eaeb766f8378,source_p1_00053
p1_00054,train,walking,2,199,63,303,336,78d1afe6953d26653f516dcf0089aa0a243811588b978598d96da235bedf77cf,53441daaaa9032019c9facb7341ea1385e9ea1b3112fe778d48755b30d223056,source_p1_00054
p1_00055,test,standing,1,114,34,254,387,cffc63ae155c06ca5b84aec6b22a125803f735019c26f7e3dd124cf715fb22d4,30d506908024b0be72d0e4cd52f4c54148143c73245e8a392f7b686e5939a4c4,source_p1_00055
p1_00056,train,lying,6,251,148,396,312,3342ac4917114063fc99aebc7a62dc409be541b906dd1d5d93a93f9df8c3693d,8e3963e3006741c287896f7c987414b954343bcaef89fa08e02f468e6229807c,source_p1_00056
p1_00057,train,walking,2,336,258,370,324,b84fd469936dc0e48f59b8921e6757050a40b80cfa9e2cbbe44cdee89c6b16c4,11399ddfaf97b1251bd7d87c01113746af51625e48a85b7adcc8527e566cd5db,source_p1_00057
p1_00058,train,walking,2,109,95,223,409,85e1e6ee31a8fe34320b9de84b189a5a56d0f64ae0a82bd53627e5524717c112,e89bcb8b808b4eb953b28acae8a111a97cf8bc660a2c4a741c72d212cef32a9b,source_p1_00058
p1_00059,train,standing,1,204,0,410,338,f36f6252dc0762d7ad97b31264a1de8c2bb235dcce357c223370c285e934a7bf,88ec9e58f974b385fadefc20d30291b741ebf536e837c2d5014edb1c9a573ea3,source_p1_00059
p1_00060,train,lying,6,255,123,332,193,a0c8a4060803be4dafb9a2935f28cf6ae880820a2a37cb714527253cf7cb6213,b87acf7e1252f2853061df5d0757f909de24aa6f0aaf8d0805ca57714e9f70e6,source_p1_00060
p1_00061,train,sitting,0,353,137,577,384,e96ae24a4d5b7eb95c322ef6ed32b7da15e485606ac9bb9a65043b64597d5196,a181c287c6a64308b60895a8c44e59b0d1c9caba3ed6ea9708d37a29a24e8ca8,source_p1_00061
p1_00062,train,standing,1,199,174,254,249,ff745a49185adeb1d1e90e17608b706d4999e2e8c5766c1de0eb8e94340e665c,34c00f6a3915cfc0526d25d3aceaa1b95ecaa22adef13045d40d577f16fb3f7e,source_p1_00062
p1_00063,train,jumping,5,73,117,207,500,c56be3dc5999b94bc0f4eb1e3c702702dcb26df45a43893074db422b37e142ad,3fa3b17b4d7d64ac88607381fc9cc05e21683812f1de82676147d84d34d7e630,source_p1_00063
p1_00064,train,stretching,8,146,146,319,434,16e5deccf364d6fc3eea7c2354d5137ed3dd86337a97107bd83d05dba1347d54,b90bd59a19bcb2ad850157f88e669d51e766f4cb9271e16182d7bfc8b1d77f18,source_p1_00064
p1_00065,train,sitting,0,57,94,253,418,62bb5f62cba6c42ce7e67e7a859079700e70af7e2b7a4dfb4d084f63c21e2efb,c7b5f7770b7101fedbd39b1e453af4ce72e6b98553d220f5e111426b6ce65886,source_p1_00065
p1_00066,val,stretching,8,75,153,339,506,63dbdfba81a272383b7f4ea335b5805ef48a66d67217e1344ed75a2bfa71c95f,233daaeab958ff3b3cff306d25985fa626ec20d5e37e948406b99e816128a533,source_p1_00066
p1_00067,train,jumping,5,97,77,248,428,55e5422fc25289846887b69bd73158a2e017abda18fae07cea9cb296f3e44456,a8f9891c383da80691c5b63433e207e6a4af3c56bb630da080dda5d0e236e2a6,source_p1_00067
p1_00068,train,standing,1,53,140,206,445,6cb007a6212a105f0f6dfd3338f143a15c58601c6f0806d7213bd1fe9cfcce84,9e3c117f29dc2a16e2f741df89fda844823384cf1fbfabc1982beb85f6c87081,source_p1_00068
p1_00069,train,walking,2,326,181,381,298,cbbbceac4f92dcbaa21820e5f08fe5801494c6d8f58142dbe83876cfdc4c3c44,0f5ca94b0d2fd76d10925575db9dbd2d89c2d1dd67998efc6fa550eb79c4cb80,source_p1_00069
p1_00070,test,bending,4,0,24,211,413,c2fb3c41236d26e0ff5e5deb2644d7d6ac53a1184a96dba665d21f8c2d2ff012,5fa0d5b7f94f51d24965bc9d7a81e22f14b548e84bb5f4c4a5e104be766c03b3,source_p1_00070
p1_00071,test,walking,2,305,1,405,324,cd9fd97172a0687e14d8438bbb59ab0347cfa8abe999e227772ee5afbb787f6b,a3e87821cba921a7019eb94c48e0a6ab990906020b40fd7ed6edbdaafd86efe4,source_p1_00071
p1_00072,test,walking,2,416,179,451,253,befe84cac83525f79819e2e9efbab8fe5bc6c3fbfcf73fdea8baa0c0957cd4f9,4d45ed683fe1a077647649345b08cb99361b098fd36b739bff3a165e02b6cf7b,source_p1_00072
p1_00073,test,lying,6,0,256,429,564,119173a8f702cef38ff11f69017ab4214f57de051cd94ac4035aed5940da0d7c,7e275720c136e5b20366f7f961a9dc016d3d877ad86904e507580ffd0891a7bd,source_p1_00073
p1_00074,train,walking,2,96,183,211,392,864729ec6f68a185f992a58f009121cd2cfa2922efe7993ec1d654ea3af8afb7,1d3d386d50a91bacd4722eb2dce519ec52b7140b56b256d5ff172568dfc3a3fe,source_p1_00074
p1_00075,train,walking,2,238,125,332,317,0af0b16c76bc8a512584f13c5ddf48c923841dff6a83257487c058253d0298e9,0125643e923c5b2c34188557a01fd806401dc3fade8d341cf13f72be4d0f309c,source_p1_00075
p1_00076,train,walking,2,65,34,250,470,002c9a5c003baa0ee5f8b9ec70f1ba97f3d4bfe0a7460bcef3c686d6da62ae1b,de88ce66e080876caadcdd132c8c3d70b283be17db676f7b64e687c4641878b3,source_p1_00076
p1_00077,test,sitting,0,175,59,446,338,c105ded48ce89e2e2c547ddc726a8c4becc2641df6c6944f0828646c47888da1,509dd0aab329399f1967ef9d1b8ce93a2f3a27bb20af2cf9fdfa8a9a526a375f,source_p1_00077
p1_00078,train,sitting,0,267,192,461,438,43841795dd7a959eca29292953ea6fa2ff912dae65224db8a4840ea2b6bf0a98,45dfc79597ca09d765e3959533f647c5c8d192e6db7f446dfa09d1734e7f54b3,source_p1_00078
p1_00079,train,standing,1,0,0,238,509,c19c02dfaa443ede975a27cea0fdcf64ac460e25b84cb6e01756aede2e82f927,28a378eff064278c627275e903038f9ebca171fdfa1f15c457ab15ae76b9217f,source_p1_00079
p1_00080,val,sitting,0,61,19,281,477,7b5e4db1839f6e183c48f53bc8f7bbe3db79e640b4e543c6d925872b0a841a1b,b4ab6028a61562ef056aabf106082b33844f3a9f1b751e6d510a4eb36ede301b,source_p1_00080
p1_00081,train,bending,4,32,0,268,357,e2b02aa763ee7ff552532c34fc96606d6852d0fcefe288f9c564eb63f664e453,6827e373f933e2f71e5adb4dd60c2c4262e0e30df891c7f78dbb3bf1f19deefe,source_p1_00081
p1_00082,train,bending,4,26,148,250,447,6416c486f7bbc711a680b1bdacb2b8e8fdc08fe3ba2dce3aeaf67260e6e94eaa,03f07053f7f5f5cceea87397226793946ba0d5a68441ae53110fe38b4c29c59c,source_p1_00082
p1_00083,val,standing,1,306,71,366,270,d1f05c204b101bdf20b229d938f7ffe2fa387db076a4e8529cd0d9fbe2f50018,c0e77e858b8f0f62e18d61fefa1d6e7e74cc8f595ce87b7d7f907bdcaae7bb2f,source_p1_00083
p1_00084,train,walking,2,83,86,151,277,30793965108c4b7f909f2ce838e0202b5635ced82966ad2c46bc19bea3441a69,58bc2c8ca3344d7007f872fb4166d9f5498fccfd48852f64a59139777f50c715,source_p1_00084
p1_00085,train,walking,2,104,16,245,299,abb045e56fe290f383f6384dd8cd4f4b642f9238b3adc9588a6a612f7fee846e,7e3cd4c97330db35aa25d36d4c360ff205fecc07de68d4bd4dec05be2baab029,source_p1_00085
p1_00086,train,squatting,7,38,111,302,302,4d04ef0cd375a1b2ea79e9fe28299fe93ead5d0b82890d2dbc5f6733832f5d50,3bbfc03057de7cc4f66b1fa1d5246d55e1de9356a555f5eaa4a34e6f4f605c21,source_p1_00086
p1_00087,train,bending,4,138,73,243,334,9d3fea7a6830a00cc22f2c0cf6759a1bc08970d59da6dcab299f9a5bc8ef83f5,c2ffec3faa541c253309998e76ec1208ba7cbe934dc1a0bab542f98f658ebaf5,source_p1_00087
p1_00088,val,lying,6,167,80,369,337,705cfe20de6ae105192d0dbd850153056b3978e3cefb23e3763d15d9b6bd0068,644e1c74e1db114b85efa0aaf4fd2291c789a20efbfc75fc38e0445f40c0fcbf,source_p1_00088
p1_00089,val,standing,1,188,57,260,322,7c96d2e9a30db0a7ce9047d7149db5341c73febd7eecef2fafcdf74dfc4e7bbe,bdc6c17f94e0ed76b1b55f1e1183e3e35ffb7b1349d94f5ab2e491b3586bd1a0,source_p1_00089
p1_00090,val,standing,1,120,60,381,345,50db292789b5167e8a51242fdba0964cd4abe2849c53099327f95052533133cc,6e3bc329de4d7e1e86f29ab145a018fb479bb7f4cf28d8f271b2881ba6262406,source_p1_00090
p1_00091,train,lying,6,172,35,312,338,15dac0031030ae2215e20a4d2c54a6924566d1df88ab4fa23d361894c2c32ad6,a47316028c919a646111e7160638994712ab928e58482d2c629e912b8a16cf8d,source_p1_00091
p1_00092,val,standing,1,251,65,327,237,1a59b66f7ab749d54a5ca569bbe271c7120e07521318cb450403270c9734c58b,5e6c50aebf5e313ef90c0975dfdd66424c9303e465fee4d00a1d6681f78020fe,source_p1_00092
p1_00093,test,walking,2,131,152,194,349,b43fa4aad8bdeb156eea1e3336cfd8d39f55dbcba2eb1d9f6e6cbd6c7cd44ae8,6826aec2f0318fa06bf33dcee23693556933d3cc9709c97682899cd8f10c647e,source_p1_00093
p1_00094,val,bending,4,250,28,496,165,859557e397a3813b6a3e52605b0f043b133e98cfa6a617ffa3ddf8e0f9a95526,df5430b1cfeb52f5e03e653565c5302b87d406f55909b1803617f1df704ee8f0,source_p1_00094
p1_00095,train,walking,2,229,104,289,261,8cdbd111580984ddd68deea6101d2d11050817661a0869533f545436e13b9260,2564fa6335aea6301d961f5c7f8ccb7f80fc85c1eed8f31a9b9d62696c234df0,source_p1_00095
p1_00096,test,standing,1,154,85,222,338,ce16f8fa16622d278b2cc2f19ab0e92dd82640afda4c9713db20784d0917381f,2e1758015f5b634b727aeb4439197ceab8ca3bb2db60fe50eea9acde3caaa867,source_p1_00096
p1_00097,test,standing,1,388,197,443,367,dc0cc0c475d638f433b0d21935af45475cd3ada51c8756eecd1122b5ba6584d9,2c0c0bab104ddeddb95c5777f5e884e5d77ea83978113e3b363a001a0528444b,source_p1_00097
p1_00098,test,running,3,121,29,245,320,78403ce555f043bd86b4543390647bdd0692b0175bd4d13fab13989a0477bf63,57d61927eed2a0275d15281916628101ff5261963e80ef2216127933f4b3ba66,source_p1_00098
p1_00099,test,squatting,7,215,41,323,280,5f1be5a31e4a97271c0d6426c0a508d0d361f2fd2301d79ca599660c4c25a237,ebc9d345412ad1907972a164e5c12f7f031c8411d7740dd662245c229bcc59a9,source_p1_00099
p1_00100,train,bending,4,91,0,330,418,8965ce6bdf4f0465c8f0bc5ca7276ac3810ddda73ea7ea05a450944b3ddbd1a2,6b688637492a37181724e21e40578bb616b62c43cf1def990f2d7171604a4347,source_p1_00100
p1_00101,train,lying,6,75,111,278,465,523c084f45b9a51061f80dc9a58f3fa13ba0ffaf8f3340ebc193294aa93781df,3929b1421f70d0e49af32f0c1c65f83d9e15f7ea2625f932b1d21b46910cb01c,source_p1_00101
p1_00102,val,jumping,5,84,93,214,475,1ce00717d1eea1e9e27b6046bdb87f2e5d0daf329b78633e270c956e44dd8107,f8f24410b9f7512fe2280a469de3248daaae2ef1b1dd18ea6e5af79b667055c6,source_p1_00102
p1_00103,train,walking,2,321,101,402,232,39e6b4610fbac0ccc3d85242df64476780c9171a55c155191f7873b65027f7cb,d4b96b273eebee7d07ad639b71118c5b7e4ab333540aae6bcbfb70d97e438d87,source_p1_00103
p1_00104,train,stretching,8,149,135,323,297,797c90762f3742188df58dc2a85d42b10aa6e49d19dbf335ba19fac2839e0001,8600b66c94909f2bdb3859ec188fd3cd6e07c7ec37d4abad34fa0d3a202720ac,source_p1_00104
p1_00105,train,standing,1,146,88,358,479,a10296ac54b129473e7f6355e47885be60979652fbb1a1a7df39d4f7386908c8,c512b8735406b0f98e950e05355eb876bd75042ac144f19a2ee96fa699f937c3,source_p1_00105
p1_00106,val,sitting,0,67,142,170,316,58c00698533fbda453ccf09cd5df7e9579ae26bf8dde048fc202f8671fccc12c,796609289d0c7fb8c35886891f9c32e3ec462afc305f96029aa1b6ba08d006a0,source_p1_00106
p1_00107,test,jumping,5,211,21,323,301,50dd62f11b12e6fde314a79faabe323b7b825acecb16308405e9fa4520c873fd,15154003abc1daae5c47253a26abb2f77e1796a3964817523d191f6096a25b8d,source_p1_00107
p1_00108,train,squatting,7,324,7,460,320,b95e7fc0fa9be0dc0f9e17f68bae306cda8b0702e978529c0a77ca9cba96abb6,b60a46d87eb0c832c1a229f90a8234c585856992d035e380e1d0d53bd7c6c76e,source_p1_00108
p1_00109,val,running,3,79,111,269,490,e5415c11b62b80db3b9212777052e94b9fdbe8073e3b4d53758b7784eefa20af,41ad7f137ec9a054972b6e9098180e7fd84a993bdb1c717d8521a4256be35d56,source_p1_00109
p1_00110,train,standing,1,54,77,251,408,e2869b76f18837b6082a0b935671365d827bd12d724fc65000014771f79352d4,39528cf3e91eefb23493a227537664d03bbc78afd5d929e923d041b5f405041e,source_p1_00110
p1_00111,test,jumping,5,208,56,313,227,fbbcae26b60bdd9a7abd21564927e432f1f900bbaccadf431eab4b3d3483826f,0ec2e1a617a0ff6eb387a390ffce3025e8fcef3264d295be511cce0f660a1487,source_p1_00111
p1_00112,train,running,3,222,164,292,283,58adba4a3ec35197f6506f86f041236566524f0950cb6a97641f1d875a31bd22,73285ac8f7c179b6177e33b99d7f6fd579960acb73074e75f01ba95a11fb3e05,source_p1_00112
p1_00113,train,sitting,0,25,21,329,457,18ab4f2242d076af8e2a35dbbc68cd67c3aba11c1767e4c251e69d9494542554,3bb917e45936d11d483cfa174fd140aef07d3e58e957499925ccd4b5b7172bf4,source_p1_00113
p1_00114,train,sitting,0,266,22,473,218,41e950759ec6c0fc93d0fc520008354660243ad3d8d1bf915ec04703a1e3b90f,e7a3726dcf269cb9ab4acbbae7d3e7fef2532bf31a537c657641f10c5aa6fd66,source_p1_00114
p1_00115,train,jumping,5,84,57,268,382,6e874fa72c85fc02a3b5e32f315f99269eaa6bea9b00d887e4db5835d4550ab5,076da0bcf35cdac9e45480c9d1f3734a082b09dd0903a146df2470ce170280bc,source_p1_00115
p1_00116,test,stretching,8,49,82,280,368,804673e30205b32526ce14ee17c3f4bc8aaaee2d3b01fb94bbe5695aa36951d5,ae3f9ce89190e0a2cbcf0baaad2994d8e65d4905114ed81481b47618e766309f,source_p1_00116
p1_00117,test,running,3,388,206,408,260,b7a921ce7d433fd316f7ca68c4da34e18c45c3e363baaa542a835406c4d5fb6a,b4556b046f627cbc490daf6c83945c41724b5e414ee9ca1a36977f64ab074662,source_p1_00117
p1_00118,test,sitting,0,17,34,310,458,ca946b9fb8ef4267633bf4089b2960182d5f2e50586f858564b2bcdbf648484d,59d1b73d9a0f671b86bd89c18c2fd9dc16200175788ddcfa1fdd7520001d5f7b,source_p1_00118
p1_00119,train,jumping,5,81,14,306,282,1bda35190148e1e160cd54addf9aef1f09fcdbcf938de005f230d93b6f11a174,bfdf2ade60c31e0703ad85c6d0e84122356f5e96f1910eed9f238924d0fae574,source_p1_00119
p1_00120,val,walking,2,91,0,258,325,aa25c7827d6ce001d8fa3cd04c12adf953a1bc305bfb3dddc48a7bbccb66511a,ffdc46a66c091cdef09fa45af78fd7c7441cf55edba30f8af278a16b7a772e30,source_p1_00120
